compound_id,safe_id,smiles,category,mw,logp,source
CID10922507,CID10922507,CC[C@H](O)c1cnc2[nH]c(=O)n(C)c(=O)c2n1,BH4_analog,236.23,-0.54,pubchem
CID10609713,CID10609713,CCC(=O)c1cnc2[nH]c(=O)n(C)c(=O)c2n1,BH4_analog,234.21,-0.39,pubchem
CID639142,CID639142,CCC(=O)c1cnc2[nH]c(=O)[nH]c(=O)c2n1,BH4_analog,220.19,-0.4,pubchem
CID135909519,CID135909519,C[C@@H](O)[C@H](O)c1cnc2nc(N)[nH]c(=O)c2n1,BH4_analog,237.22,-1.29,pubchem
CID162671453,CID162671453,C[C@H](OS(=O)(=O)O)[C@H](O)c1cnc2nc(N)[nH]c(=O)c2n1,BH4_analog,317.28,-1.46,pubchem
CID135738580,CID135738580,C[C@H](O)[C@@H](O)c1cnc2nc(N)[nH]c(=O)c2n1,BH4_analog,237.22,-1.29,pubchem
CID135674618,CID135674618,CCOCc1cnc2nc(N)[nH]c(=O)c2n1,BH4_analog,221.22,-0.17,pubchem
CID162651294,CID162651294,C[C@H](OS(=O)(=O)O)[C@H](O)c1cnc2nc(N)n(C)c(=O)c2n1,BH4_analog,331.31,-1.45,pubchem
CID14825209,CID14825209,COCCC(=O)c1cnc2c(n1)c(=O)n(C)c(=O)n2C,BH4_analog,278.27,-0.75,pubchem
CID135401454,CID135401454,CC(=O)Nc1nc2nc(C)cnc2c(=O)[nH]1,BH4_analog,219.2,-0.02,pubchem
CID135520106,CID135520106,CC(=O)O[C@@H](C)[C@H](OC(C)=O)c1cnc2nc(N)[nH]c(=O)c2n1,BH4_analog,321.29,-0.15,pubchem
CID136846152,CID136846152,Nc1nc2nc(C(=O)NCC(=O)O)cnc2c(=O)[nH]1,BH4_analog,264.2,-1.89,pubchem
CID56741902,CID56741902,O=C(c1cncc(N2CCC(O)(CO)CC2)n1)N1CCCC1,BH4_analog,306.37,0.04,pubchem
CID101916233,CID101916233,Cn1c(=O)c2nc(C(=O)CCO)cnc2n(C)c1=O,BH4_analog,264.24,-1.41,pubchem
CID135481187,CID135481187,Nc1nc2ncc(C(=O)C3OP(=O)(O)OCC3O)nc2c(=O)[nH]1,BH4_analog,343.19,-1.65,pubchem
CID135484652,CID135484652,C[C@H](O)[C@H](O)[C@@H](O)c1cnc2nc(N)[nH]c(=O)c2n1,BH4_analog,267.24,-1.93,pubchem
CID70783063,CID70783063,Cc1nccnc1N1CC[C@@H](NC(=O)c2cnccn2)[C@H](O)C1,BH4_analog,314.35,-0.06,pubchem
CID162653644,CID162653644,C[C@@H](NC(=O)c1cnc2c(=O)[nH]c(N)nc2n1)C(=O)O,BH4_analog,278.23,-1.5,pubchem
CID135435192,CID135435192,C[C@@H]1CCCCC1c1cnc2c(=O)[nH]cnc2n1,BH4_analog,244.3,2.01,pubchem
CID135894425,CID135894425,CC(=O)c1cnc2c(=O)[nH]c(N)nc2n1,BH4_analog,205.18,-0.5,pubchem
CID135431315,CID135431315,Cc1cnc2c(=O)[nH]c(N)nc2n1,BH4_analog,177.17,-0.4,pubchem
CID162648035,CID162648035,C[C@H](NC(=O)c1cnc2c(=O)[nH]c(N)nc2n1)C(=O)O,BH4_analog,278.23,-1.5,pubchem
CID136086941,CID136086941,CCC(=O)c1cnc2c(=O)[nH]c(N)nc2n1,BH4_analog,219.2,-0.11,pubchem
CID14825211,CID14825211,Cn1c(=O)[nH]c2ncc(C(=O)CCO)nc2c1=O,BH4_analog,250.21,-1.42,pubchem
CID22223258,CID22223258,NC1NC(=O)c2nc(CO)cnc2N1,BH4_analog,195.18,-1.63,pubchem
CID136416564,CID136416564,Nc1nc2c(c(=O)[nH]1)NCN2CC(F)CCO,BH4_analog,243.24,-0.74,pubchem
CID135423678,CID135423678,Cc1cnc2nc(NC(=O)C(C)(C)C)[nH]c(=O)c2n1,BH4_analog,261.29,1.01,pubchem
CID14607479,CID14607479,CSc1nc2c(c(=O)n1C)N[C@H]1[C@H](O)[C@H](O)CO[C@H]1N2,BH4_analog,300.34,-1.21,pubchem
CID136450430,CID136450430,Nc1nc2c(c(=O)[nH]1)NCN2CC(F)(F)CC(O)CO,BH4_analog,291.26,-1.08,pubchem
CID168271739,CID168271739,CCC(=O)Nc1cnc(C(=O)O)cn1,BH4_analog,195.18,0.52,pubchem
CID135566400,CID135566400,C[C@H]1O[C@@H](n2c(=O)[nH]c3c(=O)[nH]c(N)nc32)C[C@@H]1O,BH4_analog,267.24,-1.34,pubchem
CID135566856,CID135566856,C[C@H](O)[C@H](O)[C@H]1C=Nc2nc(N)[nH]c(=O)c2N1,BH4_analog,239.24,-1.41,pubchem
CID135403659,CID135403659,C[C@H](O)[C@H](O)c1cnc2nc(N)[nH]c(=O)c2n1,BH4_analog,237.22,-1.29,pubchem
CID135415975,CID135415975,Nc1nc2ncc(CO)nc2c(=O)[nH]1,BH4_analog,193.17,-1.21,pubchem
CID135416532,CID135416532,Cc1cnc2nc(N)[nH]c(=O)c2n1,BH4_analog,177.17,-0.4,pubchem
CID135925131,CID135925131,CCCCC#Cc1cnc2nc(N)[nH]c(=O)c2n1,BH4_analog,243.27,0.84,pubchem
CID135409352,CID135409352,Nc1nc2ncc(C=O)nc2c(=O)[nH]1,BH4_analog,191.15,-0.89,pubchem
CID135403803,CID135403803,Nc1nc2ncc(C(=O)O)nc2c(=O)[nH]1,BH4_analog,207.15,-1.01,pubchem
CID135449517,CID135449517,C[C@@H](O)[C@@H](O)c1cnc2nc(N)[nH]c(=O)c2n1,BH4_analog,237.22,-1.29,pubchem
CID135398729,CID135398729,CC(O)C(O)c1cnc2nc(N)[nH]c(=O)c2n1,BH4_analog,237.22,-1.29,pubchem
CID6325373,CID6325373,O=c1[nH]c(=O)c2nc(CO)cnc2[nH]1,BH4_analog,194.15,-1.5,pubchem
CID135447887,CID135447887,CC(=O)Nc1nc2ncc(C=O)nc2c(=O)[nH]1,BH4_analog,233.19,-0.52,pubchem
CID135451578,CID135451578,Nc1nc2ncc(COP(=O)(O)O)nc2c(=O)[nH]1,BH4_analog,273.14,-1.1,pubchem
CID135460042,CID135460042,Nc1nc2nc(C(=O)O)cnc2c(=O)[nH]1,BH4_analog,207.15,-1.01,pubchem
CID162659425,CID162659425,C[C@H](OS(=O)(=O)O)[C@H](OS(=O)(=O)O)c1cnc2nc(N)[nH]c(=O)c2n1,BH4_analog,397.35,-1.64,pubchem
CID135418284,CID135418284,CCOCc1nc2nccnc2c(=O)[nH]1,BH4_analog,206.2,0.25,pubchem
CID135764911,CID135764911,CC(O)C(O)c1cnc2c(=O)[nH]c(N)nc2n1,BH4_analog,237.22,-1.29,pubchem
CID135440058,CID135440058,Nc1nc2ncc(COP(=O)(O)OP(=O)(O)O)nc2c(=O)[nH]1,BH4_analog,353.12,-0.98,pubchem
CID168275565,CID168275565,CCC(=O)Nc1cncc(C(=O)O)n1,BH4_analog,195.18,0.52,pubchem
CID137003970,CID137003970,C[C@H](O)C(=O)c1cnc2nc(N)[nH]c(=O)c2n1,BH4_analog,235.2,-1.14,pubchem
CID14825208,CID14825208,COCCC(=O)c1cnc2[nH]c(=O)n(C)c(=O)c2n1,BH4_analog,264.24,-0.76,pubchem
CID137177198,CID137177198,C[C@H](O)C(O)[C@@H](O)c1cnc2nc(N)[nH]c(=O)c2n1,BH4_analog,267.24,-1.93,pubchem
CID136166745,CID136166745,O=c1[nH]c(NCO)nc2nccnc12,BH4_analog,193.17,-0.93,pubchem
CID135967978,CID135967978,CC(C)C(=O)Nc1nc2ncc(C=O)nc2c(=O)[nH]1,BH4_analog,261.24,0.12,pubchem
CID89524095,CID89524095,CC(O)C(O)c1cnc2c(n1)NC(N)N[C@H]2O,BH4_analog,241.25,-1.86,pubchem
CID69004743,CID69004743,NN1CNC(=O)c2nc(CO)cnc21,BH4_analog,195.18,-1.65,pubchem
CID137208341,CID137208341,Cc1nc2nc(N)[nH]c(=O)c2nc1[C@H](O)[C@@H](C)O,BH4_analog,251.25,-0.98,pubchem
CID54282957,CID54282957,CC(O)C(O)c1cnc2c(n1)NC(N)N[C@@H]2O,BH4_analog,241.25,-1.86,pubchem
CID22629897,CID22629897,CC(O)C(O)c1cnc2nc(N)nc(N)c2n1,BH4_analog,236.24,-1.0,pubchem
CID22134421,CID22134421,CC(O)C(O)c1cnc2c(n1)NC(N)NC2=O,BH4_analog,239.24,-1.71,pubchem
CID20213807,CID20213807,CC(O)C(O)c1cnc2c(n1)NC(N)NC2O,BH4_analog,241.25,-1.86,pubchem
CID135456669,CID135456669,CN(C)/C=N/c1nc2ncc(C=O)nc2c(=O)[nH]1,BH4_analog,246.23,-0.25,pubchem
CID2811386,CID2811386,Cc1cnc(NC(=O)c2nccnc2C(=O)O)c(C)n1,BH4_analog,273.25,0.83,pubchem
CID163185605,CID163185605,CN(C)c1nc2ncc([C@H](O)[C@@H]3COP(=O)(O)O3)nc2c(=O)[nH]1,BH4_analog,343.24,-0.67,pubchem
CID371473,CID371473,COc1nc2nc(C(O)C(O)CO)cnc2c(=O)n1C,BH4_analog,282.26,-1.88,pubchem
CID484331,CID484331,COc1nc2nc([C@@H](O)[C@H](O)CO)cnc2c(=O)n1C,BH4_analog,282.26,-1.88,pubchem
CID136582209,CID136582209,C[C@@H](O)CN(C)C(=O)c1cnc(N(C)C)cn1,BH4_analog,238.29,-0.0,pubchem
CID135489902,CID135489902,COc1nc2ncc([C@@H](OC(C)=O)[C@@H](COC(C)=O)OC(C)=O)nc2c(=O)[nH]1,BH4_analog,394.34,-0.18,pubchem
CID135450939,CID135450939,COc1nc2ncc([C@@H](O)[C@H](O)CO)nc2c(=O)[nH]1,BH4_analog,268.23,-1.89,pubchem
CID135408921,CID135408921,CSc1nc2nc(C(O)C(O)C(O)CO)cnc2c(=O)[nH]1,BH4_analog,314.32,-1.82,pubchem
CID10938418,CID10938418,COc1nc2ncc([C@@H](OC(C)=O)[C@@H](COC(C)=O)OC(C)=O)nc2c(=O)n1C,BH4_analog,408.37,-0.17,pubchem
CID484330,CID484330,COc1nc2nc([C@@H](O)[C@@H](O)CO)cnc2c(=O)n1C,BH4_analog,282.26,-1.88,pubchem
CID135889290,CID135889290,Nc1nc2ncc(C(=O)[C@H]3OP(=O)(O)OC[C@H]3O)nc2c(=O)[nH]1,BH4_analog,343.19,-1.65,pubchem
CID136416563,CID136416563,Nc1nc2c(c(=O)[nH]1)NCN2CCC(F)CO,BH4_analog,243.24,-0.74,pubchem
CID484376,CID484376,COc1nc2nc([C@H](O)[C@H](O)CO)cnc2c(=O)n1C,BH4_analog,282.26,-1.88,pubchem
CID141389361,CID141389361,NC(=O)c1nc(F)cnc1NC(CO)CO,BH4_analog,230.2,-1.52,pubchem
CID484375,CID484375,COc1nc2nc([C@H](O)[C@@H](O)CO)cnc2c(=O)n1C,BH4_analog,282.26,-1.88,pubchem
CID141389363,CID141389363,NC(=O)c1nc(F)cnc1NCCCO,BH4_analog,214.2,-0.49,pubchem
CID6712526,CID6712526,COc1nc2ncc([C@@H](O)[C@H](O)CO)nc2c(=O)n1C,BH4_analog,282.26,-1.88,pubchem
CID10977869,CID10977869,CC[C@H](O)c1cnc2c(n1)c(=O)n(C)c(=O)n2C,BH4_analog,250.26,-0.53,pubchem
CID135618565,CID135618565,Nc1nc2ncc([C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)nc2c(=O)[nH]1,BH4_analog,493.16,-1.97,pubchem
CID71406915,CID71406915,Cn1c(NCC(=O)O)nc2nccnc2c1=O,BH4_analog,235.2,-0.78,pubchem
CID53882095,CID53882095,CC(O)C(=O)c1cnc2c(n1)C(=O)NC(N)N2,BH4_analog,237.22,-1.56,pubchem
CID146834,CID146834,C[C@@H](O)[C@@H](O)c1cnc2[nH]c(=O)[nH]c(=O)c2n1,BH4_analog,238.2,-1.58,pubchem
CID163193450,CID163193450,CN(C)c1nc2ncc([C@H](O)[C@@H](O)COP(=O)(O)O)nc2c(=O)[nH]1,BH4_analog,361.25,-1.72,pubchem
CID163186901,CID163186901,CN(C)c1nc2ncc([C@H](O)[C@@H](O)CO)nc2c(=O)[nH]1,BH4_analog,281.27,-1.83,pubchem
CID139588178,CID139588178,CO[C@@H]1[C@H](OC)[C@@H](O[C@@H](C)[C@H](O)c2cnc3nc(N)[nH]c(=O)c3n2)O[C@H](CO)[C@H]1OC,BH4_analog,441.44,-1.5,pubchem
CID135494248,CID135494248,C[C@H](O)[C@H](O)c1cnc2nc(NCCCN)[nH]c(=O)c2n1,BH4_analog,294.32,-1.11,pubchem
CID139583914,CID139583914,CO[C@@H]1[C@H](O)[C@@H](O[C@@H](C)[C@H](O)c2cnc3nc(N)[nH]c(=O)c3n2)O[C@H](C)[C@H]1O,BH4_analog,397.39,-1.78,pubchem
CID24974982,CID24974982,O=C(O)c1cnc2[nH]c(=O)[nH]c(=O)c2n1,BH4_analog,208.13,-1.3,pubchem
CID135765031,CID135765031,C[C@@H](O)[C@@H](O)c1cnc2c(=O)[nH]c(N)nc2n1,BH4_analog,237.22,-1.29,pubchem
CID135566760,CID135566760,NCc1cnc2nc(N)[nH]c(=O)c2n1,BH4_analog,192.18,-1.25,pubchem
CID58548282,CID58548282,O=C(O)c1nc(C2CC2)cnc1Nc1cncnc1,BH4_analog,257.25,1.59,pubchem
CID445158,CID445158,C[C@H](O)[C@H](O)c1cnc2nc(N)nc(N)c2n1,BH4_analog,236.24,-1.0,pubchem
CID136259617,CID136259617,Nc1nc2ncc(CNCCCC[C@@H](N)C(=O)O)nc2c(=O)[nH]1,BH4_analog,321.34,-1.03,pubchem
CID148794349,CID148794349,CC(=O)Nc1nc2ncc(C(C)=O)nc2c(=O)[nH]1,BH4_analog,247.21,-0.13,pubchem
CID9547941,CID9547941,C[C@H](O)[C@@H](O)c1cnc2nc(N)nc(N)c2n1,BH4_analog,236.24,-1.0,pubchem
CID135754259,CID135754259,Nc1nc2ncc(/C=C/C(O)COP(=O)(O)O)nc2c(=O)[nH]1,BH4_analog,329.21,-1.22,pubchem
CID135478901,CID135478901,CCOC(OCC)c1cnc2nc(NC(C)=O)[nH]c(=O)c2n1,BH4_analog,307.31,0.74,pubchem
CID135430042,CID135430042,COc1nc2ncc(C(OC(C)=O)C(COC(C)=O)OC(C)=O)nc2c(=O)[nH]1,BH4_analog,394.34,-0.18,pubchem
CID496578,CID496578,COc1nc2ncc(C(OC(C)=O)C(COC(C)=O)OC(C)=O)nc2c(=O)n1C,BH4_analog,408.37,-0.17,pubchem
CID496577,CID496577,COc1nc2ncc(C(O)C(O)CO)nc2c(=O)n1C,BH4_analog,282.26,-1.88,pubchem
CID375734,CID375734,Cn1c(=O)c2nc(NCCO)cnc2n(C)c1=O,BH4_analog,251.25,-1.57,pubchem
CID15743924,CID15743924,CCC(=O)c1cnc(C(=O)OC)c(N)n1,BH4_analog,209.2,0.44,pubchem
CID136274596,CID136274596,CCC(=O)c1cnc2nc(N)[nH]c(=O)c2n1,BH4_analog,219.2,-0.11,pubchem
CID135485013,CID135485013,COc1nc2ncc(C(O)C(O)CO)nc2c(=O)[nH]1,BH4_analog,268.23,-1.89,pubchem
CID135998859,CID135998859,CC(C)(C)OCC1CNc2nc(N)[nH]c(=O)c2N1.Cl.Cl,BH4_analog,326.23,1.22,pubchem
CID135998867,CID135998867,CCOCC1CNc2nc(N)[nH]c(=O)c2N1.Cl.Cl,BH4_analog,298.17,0.44,pubchem
CID135484783,CID135484783,Nc1nc2c(c(=O)[nH]1)NC(CO)CN2,BH4_analog,197.2,-1.45,pubchem
CID137103756,CID137103756,C[C@H](O)[C@H](O)[C@@]1(C)CNc2nc(N)[nH]c(=O)c2N1,BH4_analog,255.28,-1.31,pubchem
CID135476776,CID135476776,C[C@@H](O)[C@@H](O)C1=Nc2c(nc(N)[nH]c2=O)NC1,BH4_analog,239.24,-1.41,pubchem
CID135444567,CID135444567,CC(O)C(O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1.Cl.Cl,BH4_analog,314.17,-0.86,pubchem
CID135873472,CID135873472,CC(O)[C@@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1.Cl.Cl,BH4_analog,314.17,-0.86,pubchem
CID135481025,CID135481025,C[C@H](O)[C@H](O)[C@@H]1CNc2nc(N)[nH]c(=O)c2N1,BH4_analog,241.25,-1.7,pubchem
CID136087393,CID136087393,C[C@H](O)[C@@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1,BH4_analog,241.25,-1.7,pubchem
CID135905887,CID135905887,C[C@@H](O)[C@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1,BH4_analog,241.25,-1.7,pubchem
CID393221,CID393221,COc1nc2c(c(=O)n1C)N[C@@H]1[C@@H](O)[C@H](O)CO[C@@H]1N2,BH4_analog,284.27,-1.93,pubchem
CID135886616,CID135886616,CC(O)C1=Nc2c(nc(N)[nH]c2=O)NC1C,BH4_analog,223.24,-0.38,pubchem
CID136504211,CID136504211,Nc1nc2c(c(=O)[nH]1)N=CC(CO)N2,BH4_analog,195.18,-1.16,pubchem
CID135998866,CID135998866,CC(C)OCC1CNc2nc(N)[nH]c(=O)c2N1.Cl.Cl,BH4_analog,312.2,0.83,pubchem
CID136109078,CID136109078,CC(N)C(=O)OCC1CNc2nc(N)[nH]c(=O)c2N1,BH4_analog,268.28,-1.55,pubchem
CID136035300,CID136035300,CCCCCCCCCCOCC1CNc2nc(N)[nH]c(=O)c2N1,BH4_analog,337.47,2.72,pubchem
CID136032589,CID136032589,C[C@H](O)[C@H](O)C1CNc2c(nc(N)[nH]c2=O)N1.Cl,BH4_analog,277.71,-1.28,pubchem
CID135998864,CID135998864,CC(C)COCC1CNc2nc(N)[nH]c(=O)c2N1.Cl.Cl,BH4_analog,326.23,1.07,pubchem
CID135998857,CID135998857,CCCCCOCC1CNc2nc(N)[nH]c(=O)c2N1.Cl.Cl,BH4_analog,340.26,1.61,pubchem
CID135998855,CID135998855,COCCOCC1CNc2nc(N)[nH]c(=O)c2N1.Cl.Cl,BH4_analog,328.2,0.06,pubchem
CID136076467,CID136076467,Cn1c(=O)n(C2OC(CI)[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c21,BH4_analog,423.17,-1.94,pubchem
CID135998863,CID135998863,COCC1CNc2nc(N)[nH]c(=O)c2N1.Cl.Cl,BH4_analog,284.15,0.05,pubchem
CID135998861,CID135998861,CCCOCC1CNc2nc(N)[nH]c(=O)c2N1.Cl.Cl,BH4_analog,312.2,0.83,pubchem
CID135402011,CID135402011,CC(O)C(O)C1=Nc2c(nc(N)[nH]c2=O)NC1,BH4_analog,239.24,-1.41,pubchem
CID168925081,CID168925081,O=c1[nH]cnc2ncc(CC(F)(F)F)nc12,BH4_analog,230.15,0.82,pubchem
CID135398702,CID135398702,CC(O)C(=O)C1CNc2nc(N)[nH]c(=O)c2N1,BH4_analog,239.24,-1.49,pubchem
CID135409384,CID135409384,CC(O)C(O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1,BH4_analog,241.25,-1.7,pubchem
CID135796573,CID135796573,C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1.Cl,BH4_analog,277.71,-1.28,pubchem
CID135406872,CID135406872,CC1Nc2nc(N)[nH]c(=O)c2NC1C,BH4_analog,195.23,-0.03,pubchem
CID135402045,CID135402045,CC(O)C(O)C1CNc2nc(N)[nH]c(=O)c2N1,BH4_analog,241.25,-1.7,pubchem
CID135886626,CID135886626,CC(O)C(=O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1,BH4_analog,239.24,-1.49,pubchem
CID135407943,CID135407943,C[C@H](O)[C@@H](O)C1=Nc2c(nc(N)[nH]c2=O)NC1,BH4_analog,239.24,-1.41,pubchem
CID136176976,CID136176976,CC(=O)C(O)C1CNc2nc(N)[nH]c(=O)c2N1,BH4_analog,239.24,-1.49,pubchem
CID135433595,CID135433595,CC(O)C(=O)C1=Nc2c(nc(N)[nH]c2=O)NC1,BH4_analog,237.22,-1.2,pubchem
CID135889530,CID135889530,CC(O)C(O)C1CNc2nc(N)[nH]c(=O)c2N1.Cl.Cl,BH4_analog,314.17,-0.86,pubchem
CID135998862,CID135998862,CCCCOCC1CNc2nc(N)[nH]c(=O)c2N1.Cl.Cl,BH4_analog,326.23,1.22,pubchem
CID135509079,CID135509079,C[C@@H](O)[C@@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1,BH4_analog,241.25,-1.7,pubchem
CID135398579,CID135398579,C[C@H](O)C(=O)C1=Nc2c(nc(N)[nH]c2=O)NC1,BH4_analog,237.22,-1.2,pubchem
CID135409471,CID135409471,C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1.Cl.Cl,BH4_analog,314.17,-0.86,pubchem
CID135398687,CID135398687,C[C@H](O)[C@H](O)C1=Nc2c(nc(N)[nH]c2=O)NC1,BH4_analog,239.24,-1.41,pubchem
CID135911925,CID135911925,Nc1nc2c(c(=O)[nH]1)NC(C(=O)O)CN2,BH4_analog,211.18,-1.36,pubchem
CID136363596,CID136363596,CC(NC(=O)C(N)CCC(=O)N1c2c(nc(N)[nH]c2=O)NCC1C(O)C(C)OC(=O)C(F)(F)F)C(=O)O,BH4_analog,537.45,-1.97,pubchem
CID135718473,CID135718473,C[C@H](O)C(=O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1,BH4_analog,239.24,-1.49,pubchem
CID489317,CID489317,COc1nc2c(c(=O)n1C)N[C@H]1[C@@H](O)[C@@H](O)CO[C@H]1N2,BH4_analog,284.27,-1.93,pubchem
CID135510088,CID135510088,Cl.Nc1nc2c(c(=O)[nH]1)NC(CO)CN2,BH4_analog,233.66,-1.03,pubchem
CID136363524,CID136363524,CCC(C)C(N)C(=O)OC(C)C(O)C1CNc2nc(N)[nH]c(=O)c2N1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,BH4_analog,582.46,0.49,pubchem
CID136235688,CID136235688,CC(O)[C@H](O)C1=Nc2c(nc(N)[nH]c2=O)NC1,BH4_analog,239.24,-1.41,pubchem
CID136188272,CID136188272,CC(O)[C@H](O)C1CNc2nc(N)[nH]c(=O)c2N1,BH4_analog,241.25,-1.7,pubchem
CID135833480,CID135833480,CCCCOCC1CNc2nc(N)[nH]c(=O)c2N1,BH4_analog,253.31,0.37,pubchem
CID135674619,CID135674619,CC(C)OCC1CNc2nc(N)[nH]c(=O)c2N1,BH4_analog,239.28,-0.02,pubchem
CID135674617,CID135674617,CCCOCC1CNc2nc(N)[nH]c(=O)c2N1,BH4_analog,239.28,-0.02,pubchem
CID135546359,CID135546359,CCOCC1CNc2nc(N)[nH]c(=O)c2N1,BH4_analog,225.25,-0.41,pubchem
CID135449065,CID135449065,CC(O)C(O)c1nc2c(=O)[nH]c(N)nc2[nH]c1=O,BH4_analog,253.22,-2.0,pubchem
CID135409383,CID135409383,C[C@H](O)[C@H](O)C1CNc2nc(N)[nH]c(=O)c2N1,BH4_analog,241.25,-1.7,pubchem
CID135546356,CID135546356,COCC1CNc2nc(N)[nH]c(=O)c2N1,BH4_analog,211.23,-0.8,pubchem
CID135873473,CID135873473,CC(O)[C@@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1,BH4_analog,241.25,-1.7,pubchem
CID148549355,CID148549355,CC(O)C(=O)Nc1nc2c(c(=O)[nH]1)NCCN2,BH4_analog,239.24,-1.07,pubchem
CID135566896,CID135566896,Nc1nc2c(c(=O)[nH]1)N[C@@H](C(=O)O)CN2,BH4_analog,211.18,-1.36,pubchem
CID135433600,CID135433600,C[C@@H](O)[C@H](O)C1CNc2nc(N)[nH]c(=O)c2N1,BH4_analog,241.25,-1.7,pubchem
CID135618583,CID135618583,C[C@@H](O)[C@@H](O)c1nc2nc(N)[nH]c(=O)c2[nH]c1=O,BH4_analog,253.22,-2.0,pubchem
CID135625277,CID135625277,C[C@H](O)[C@H](O)[C@@H]1CNc2c(nc(N)[nH]c2=O)N1,BH4_analog,241.25,-1.7,pubchem
CID135538366,CID135538366,Nc1nc(NCCO)c(NC=O)c(=O)[nH]1,BH4_analog,213.2,-1.68,pubchem
CID135789971,CID135789971,C[C@@H]1Nc2c(nc(N)[nH]c2=O)N[C@@H]1C,BH4_analog,195.23,-0.03,pubchem
CID135407944,CID135407944,C[C@H](O)C(=O)C1CNc2nc(N)[nH]c(=O)c2N1,BH4_analog,239.24,-1.49,pubchem
CID135742611,CID135742611,CC(O)C(O)C1C=Nc2c(nc(N)[nH]c2=O)N1,BH4_analog,239.24,-1.41,pubchem
CID140499788,CID140499788,C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1.Cl.Cl.Cl,BH4_analog,350.63,-0.43,pubchem
CID136160742,CID136160742,CC(O)C(=O)C1CNc2c(nc(N)[nH]c2=O)N1,BH4_analog,239.24,-1.49,pubchem
CID136146262,CID136146262,C[C@@H](O)C(=O)C1CNc2nc(N)[nH]c(=O)c2N1,BH4_analog,239.24,-1.49,pubchem
CID136003108,CID136003108,C[C@H](O)[C@@H](O)[C@@H]1CNc2nc(N)[nH]c(=O)c2N1,BH4_analog,241.25,-1.7,pubchem
CID169948304,CID169948304,CC(C)(F)Cc1cnc2nc[nH]c(=O)c2n1,BH4_analog,222.22,1.0,pubchem
CID135502006,CID135502006,CSc1nc2ncc(C(O)C(O)CO)nc2c(=O)[nH]1,BH4_analog,284.3,-1.18,pubchem
CID146029521,CID146029521,NC(N)=NC(=O)c1nc(Nc2ncccn2)c(N2CCCCCC2)nc1N,BH4_analog,370.42,0.39,pubchem
CID127048051,CID127048051,CNc1nc2nccnc2c(=O)n1C,BH4_analog,191.19,-0.23,pubchem
CID470918,CID470918,O=C(Nc1nccs1)c1cnccn1,BH4_analog,206.23,1.19,pubchem
CID10376254,CID10376254,CCCn1c(=O)[nH]c(=O)c2c1ncn2CC,BH4_analog,222.25,0.32,pubchem
CID15148129,CID15148129,NCCNC(=O)c1nc(Cl)c(N)nc1N,BH4_analog,230.66,-1.02,pubchem
CID379345,CID379345,Cn1c(=O)[nH]c2nccnc2c1=O,BH4_analog,178.15,-0.98,pubchem
CID73173,CID73173,NC(=O)c1nccnc1C(N)=O,BH4_analog,166.14,-1.33,pubchem
CID146713,CID146713,C=Cn1cnc2c1c(=O)n(C)c(=O)n2C,BH4_analog,206.2,-0.47,pubchem
CID514103,CID514103,O=c1c2nccnc2ncn1O,BH4_analog,164.12,-0.58,pubchem
CID653281,CID653281,Cn1c(=O)c2c(nc(-n3ccnc3)n2C)n(C)c1=O,BH4_analog,260.26,-0.84,pubchem
CID5374589,CID5374589,Cc1cnc2c(=O)[nH]c(=O)[nH]c2n1,BH4_analog,178.15,-0.69,pubchem
CID9794049,CID9794049,O=c1[nH]c2nccnc2c(=O)n1O,BH4_analog,180.12,-1.28,pubchem
CID44438597,CID44438597,O=C(NC1CCCCCC1)c1cnc(N2CCCCC2)cn1,BH4_analog,302.42,2.92,pubchem
CID57394424,CID57394424,Cl.NC(N)=NC(=O)c1ncc(N)nc1N,BH4_analog,231.65,-1.52,pubchem
CID135415587,CID135415587,CCCCCn1cnc2c(=O)[nH]c(N)nc21,BH4_analog,221.26,0.89,pubchem
CID135448391,CID135448391,CCn1cnc2nc(N)[nH]c(=O)c21,BH4_analog,179.18,-0.28,pubchem
CID822307,CID822307,CN(C)c1nc(=O)[nH]c2nccnc12,BH4_analog,191.19,-0.22,pubchem
CID135443570,CID135443570,CN(C)c1nc2nccnc2c(=O)[nH]1,BH4_analog,191.19,-0.22,pubchem
CID3069972,CID3069972,C=CCn1c(C)cn2c3c(=O)[nH]c(=O)n(C)c3nc12,BH4_analog,259.27,0.17,pubchem
