compound_id,safe_id,smiles,category,mw,logp,source
CID214922,CID214922,Cc1nc2nccnc2c(=O)n1C1CCCCC1,BH4_analog,244.3,2.0,pubchem
CID59276991,CID59276991,CNC(=O)c1cnc(Cl)cn1,BH4_analog,171.59,0.49,pubchem
CID470899,CID470899,NC(=O)c1nc(Br)cnc1N,BH4_analog,217.03,-0.08,pubchem
CID135415585,CID135415585,CCCn1cnc2c(=O)[nH]c(N)nc21,BH4_analog,193.21,0.11,pubchem
CID44438596,CID44438596,CC1CCC(NC(=O)c2cnc(N3CCCCC3)cn2)CC1,BH4_analog,302.42,2.78,pubchem
CID44438591,CID44438591,CCCCN(C)c1cncc(C(=O)NC2CCCCCC2)n1,BH4_analog,304.44,3.17,pubchem
CID14000474,CID14000474,CCCn1c(=O)c2[nH]c(-c3cnccn3)nc2n(CCC)c1=O,BH4_analog,314.35,1.16,pubchem
CID135415584,CID135415584,CCn1cnc2c(=O)[nH]c(N)nc21,BH4_analog,179.18,-0.28,pubchem
CID14207625,CID14207625,NC(=O)c1cn2cc(Br)nc(Br)c2n1,BH4_analog,319.94,1.35,pubchem
CID343616,CID343616,Cn1c(=O)c2nccnc2n(C)c1=O,BH4_analog,192.18,-0.97,pubchem
CID556817,CID556817,Cn1c(=O)[nH]c(=O)c2nccnc21,BH4_analog,178.15,-0.98,pubchem
CID120526,CID120526,O=C(NCN1CCCCC1)c1cnccn1,BH4_analog,220.28,0.65,pubchem
CID1282529,CID1282529,NC(=O)c1cncc(Cl)n1,BH4_analog,157.56,0.23,pubchem
CID44307093,CID44307093,NC(=O)c1cn2c(Br)cncc2n1,BH4_analog,241.05,0.59,pubchem
CID9508824,CID9508824,CCCCN(C(=O)c1cnccn1)c1c(N)n(CCC)c(=O)[nH]c1=O,BH4_analog,346.39,0.77,pubchem
CID24687524,CID24687524,CCCCn1c(N)c(N(CC(C)C)C(=O)c2cnccn2)c(=O)[nH]c1=O,BH4_analog,360.42,1.01,pubchem
CID135518616,CID135518616,CCSc1nc2nccnc2c(=O)[nH]1,BH4_analog,208.25,0.83,pubchem
CID11581093,CID11581093,CCCCCCN=C(N)NC(=O)c1nc(Cl)c(N)nc1N,BH4_analog,313.79,0.92,pubchem
CID12674624,CID12674624,NC(=O)c1cn2ccncc2n1,BH4_analog,162.15,-0.17,pubchem
CID919948,CID919948,O=c1[nH]c(=S)[nH]c2nccnc12,BH4_analog,180.19,0.38,pubchem
CID159466,CID159466,O=C(Nc1nn[nH]n1)c1cncc(N2CCCC2)n1,BH4_analog,260.26,-0.16,pubchem
CID124704,CID124704,NC(N)=NC(=O)c1cnccn1,BH4_analog,165.16,-1.11,pubchem
CID120524,CID120524,CCN(CC)CNC(=O)c1cnccn1,BH4_analog,208.26,0.51,pubchem
CID71755948,CID71755948,NC(=O)c1cnc(C2CC2)[nH]1,BH4_analog,151.17,0.39,pubchem
CID1051510,CID1051510,O=c1c2cncn2c(=O)c2cncn12,BH4_analog,188.15,-0.86,pubchem
CID176480,CID176480,O=c1[nH]c2nccn2c2nc[nH]c12,BH4_analog,175.15,-0.1,pubchem
CID124218,CID124218,O=c1c2[nH]cnc2nc2ncccn12,BH4_analog,187.16,-0.03,pubchem
CID193326,CID193326,CCCN(C)c1nc(N)c(C(=O)N=C(N)N)nc1Cl,BH4_analog,285.74,-0.03,pubchem
CID822308,CID822308,Cc1nc2c(=O)[nH]c(=S)n(C)c2nc1C,BH4_analog,222.27,1.0,pubchem
CID1233967,CID1233967,CCN1CCN(CNC(=O)c2cnccn2)CC1,BH4_analog,249.32,-0.2,pubchem
CID135422471,CID135422471,Cc1nc2nc[nH]c(=O)c2nc1C,BH4_analog,176.18,0.33,pubchem
CID169438676,CID169438676,O=c1ccn2c(=O)c3[nH]cnc3nc2[nH]1,BH4_analog,203.16,-0.74,pubchem
CID10330676,CID10330676,CCCn1c(=O)[nH]c(=O)c2c1ncn2C,BH4_analog,208.22,-0.17,pubchem
CID10584991,CID10584991,CC(C)Cn1c(=O)[nH]c(=O)c2nccnc21,BH4_analog,220.23,0.14,pubchem
CID12318905,CID12318905,C=CCn1cnc2c1c(=O)[nH]c(=O)n2CC=C,BH4_analog,232.24,0.26,pubchem
CID14978314,CID14978314,CCCn1c(=O)[nH]c2ncn(C)c2c1=O,BH4_analog,208.22,-0.17,pubchem
CID16727655,CID16727655,CN(C)C=NC(=O)c1cnccn1,BH4_analog,178.2,0.21,pubchem
CID19008965,CID19008965,CCCn1cnc2[nH]c(=O)[nH]c(=O)c21,BH4_analog,194.19,-0.18,pubchem
CID20334037,CID20334037,CCCNc1nc(N)c(C(=O)N=C(N)N)nc1Cl,BH4_analog,271.71,-0.05,pubchem
CID20334043,CID20334043,C=CCNc1nc(N)c(C(=O)N=C(N)N)nc1Cl,BH4_analog,269.7,-0.28,pubchem
CID21419005,CID21419005,CNc1cnc(C(N)=O)cn1,BH4_analog,152.16,-0.38,pubchem
CID44339733,CID44339733,NC(=O)c1cnc(-c2ncc[nH]2)[nH]1,BH4_analog,177.17,-0.1,pubchem
CID44341478,CID44341478,CCCn1cnc2c(=O)[nH]c(=O)[nH]c21,BH4_analog,194.19,-0.18,pubchem
CID10330675,CID10330675,CCCCn1cnc2[nH]c(=O)[nH]c(=O)c21,BH4_analog,208.22,0.21,pubchem
CID55250465,CID55250465,CNc1cncc(C(N)=O)n1,BH4_analog,152.16,-0.38,pubchem
CID57403250,CID57403250,Cl.NC(N)=NC(=O)c1cnccn1,BH4_analog,201.62,-0.69,pubchem
CID69290777,CID69290777,CCNc1cncc(C(N)=O)n1,BH4_analog,166.18,0.01,pubchem
CID69291756,CID69291756,CCCCNc1cncc(C(N)=O)n1,BH4_analog,194.24,0.79,pubchem
CID135415586,CID135415586,CCCCn1cnc2c(=O)[nH]c(N)nc21,BH4_analog,207.24,0.5,pubchem
CID135398658,CID135398658,Nc1nc2ncc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)nc2c(=O)[nH]1,BH4_analog,441.4,-0.04,pubchem
CID135398660,CID135398660,Nc1nc2nccnc2c(=O)[nH]1,BH4_analog,163.14,-0.7,pubchem
CID57391005,CID57391005,Cl.NC(N)=NC(=O)c1nc(Cl)cnc1N,BH4_analog,251.08,-0.45,pubchem
CID4115605,CID4115605,CCN1CCN(C(=O)c2cnccn2)CC1,BH4_analog,220.28,0.25,pubchem
CID2810674,CID2810674,Cc1cnc(C(=O)Nc2nn[nH]n2)cn1,BH4_analog,205.18,-0.45,pubchem
CID1240109,CID1240109,NNC(=O)c1nccnc1N,BH4_analog,153.14,-1.34,pubchem
CID124322,CID124322,O=c1c2[nH]cnc2[nH]c2nccn12,BH4_analog,175.15,-0.1,pubchem
CID135566720,CID135566720,Nc1nc2nc(C(=O)NCc3cn[nH]n3)cnc2c(=O)[nH]1,BH4_analog,287.24,-1.66,pubchem
CID136025898,CID136025898,NC(=O)c1cnc2c(=O)[nH]c(N)nc2n1,BH4_analog,206.16,-1.61,pubchem
CID3080607,CID3080607,Nc1nc(N)c2nc(C=O)cnc2n1,BH4_analog,190.17,-0.6,pubchem
CID135422156,CID135422156,Cn1c[n+](C)c2nc(N)[nH]c(=O)c21,BH4_analog,180.19,-1.33,pubchem
CID1535061,CID1535061,O=C(NCN1CCN(CCO)CC1)c1cnccn1,BH4_analog,265.32,-1.23,pubchem
CID8933679,CID8933679,Cc1cnc(C(=O)N(CC(C)C)c2c(N)n(CC(C)C)c(=O)[nH]c2=O)cn1,BH4_analog,374.45,1.18,pubchem
CID8933965,CID8933965,CCCCN(C(=O)c1cnc(C)cn1)c1c(N)n(CCC)c(=O)[nH]c1=O,BH4_analog,360.42,1.07,pubchem
CID9392264,CID9392264,CCCCn1c(N)c(N(CC)C(=O)c2cnc(C)cn2)c(=O)[nH]c1=O,BH4_analog,346.39,0.68,pubchem
CID822194,CID822194,CSc1cnc2c(=O)[nH]c(=O)n(C)c2n1,BH4_analog,224.24,-0.26,pubchem
CID822207,CID822207,CSc1cnc2c(=O)n(C)c(=O)[nH]c2n1,BH4_analog,224.24,-0.26,pubchem
CID3233743,CID3233743,CCNc1ncc2nc(C)c(=O)n(C)c2n1,BH4_analog,219.25,0.46,pubchem
CID5409408,CID5409408,Cc1nc2[nH]c(=S)n(C)c(=O)c2nc1C,BH4_analog,222.27,1.0,pubchem
CID9948975,CID9948975,CCCn1c(=O)n(CCCC(=O)OCC)c(=O)c2nccnc21,BH4_analog,320.35,0.71,pubchem
CID24687261,CID24687261,CCCCn1c(N)c(N(CCOC)C(=O)c2cnccn2)c(=O)[nH]c1=O,BH4_analog,362.39,0.0,pubchem
CID25477289,CID25477289,CCCCCc1nnc(NC(=O)c2nccnc2N)s1,BH4_analog,292.37,1.9,pubchem
CID76321163,CID76321163,CCCCCCCCNc1cncc(C(N)=O)n1,BH4_analog,250.35,2.35,pubchem
CID136266906,CID136266906,NCCCNCCCNCCCn1cnc2c(=O)[nH]c(N)nc21,BH4_analog,322.42,-0.99,pubchem
CID162647820,CID162647820,Nc1nc2nc(C(=O)NCCCCCC(=O)O)cnc2c(=O)[nH]1,BH4_analog,320.31,-0.33,pubchem
CID379344,CID379344,COc1nc2nccnc2c(=O)n1C,BH4_analog,192.18,-0.27,pubchem
CID361518,CID361518,NC(=O)c1ncn2c1NC(=O)CC2,BH4_analog,180.17,-0.68,pubchem
CID10608627,CID10608627,CN1c2nccnc2C(N)=NS1(=O)=O,BH4_analog,213.22,-1.12,pubchem
CID24939081,CID24939081,CN(CCc1cnc[nH]1)c1cnc2[nH]c(=O)[nH]c(=O)c2n1,BH4_analog,287.28,-0.59,pubchem
CID457575,CID457575,NC(=O)c1cncc(-n2cncn2)n1,BH4_analog,190.17,-0.84,pubchem
CID470905,CID470905,CN(C)C(=O)c1cnccn1,BH4_analog,151.17,0.18,pubchem
CID470914,CID470914,O=C(NCO)c1cnccn1,BH4_analog,153.14,-0.84,pubchem
CID480006,CID480006,O=C(NCN1CCCC1)c1cnccn1,BH4_analog,206.25,0.26,pubchem
CID501378,CID501378,CN1CCN(CNC(=O)c2cnccn2)CC1,BH4_analog,235.29,-0.59,pubchem
CID10820748,CID10820748,CNC(=O)c1nccnc1N,BH4_analog,152.16,-0.58,pubchem
CID3314397,CID3314397,CCCn1cnc2c1c(=O)[nH]c(=O)n2C,BH4_analog,208.22,-0.17,pubchem
CID136504209,CID136504209,CCCCCCCCCC1=Nc2c(nc(N)[nH]c2=O)NC1,BH4_analog,291.4,2.99,pubchem
CID163191181,CID163191181,C[C@@H](O)C(=O)C1=Nc2c([nH]c(=O)[nH]c2=O)NC1,BH4_analog,238.2,-1.49,pubchem
CID135911931,CID135911931,Nc1nc2c(c(=O)[nH]1)N=C([C@H](O)[C@H]1COP(=O)([O-])O1)CN2,BH4_analog,316.19,-1.91,pubchem
CID137235203,CID137235203,CC(=O)C1=Nc2c(nc(N)[nH]c2=O)NC1C,BH4_analog,221.22,-0.17,pubchem
CID171384274,CID171384274,CC(=O)CC1=Nc2c(nc(N)[nH]c2=O)N(C)C1,BH4_analog,235.25,-0.15,pubchem
CID136631904,CID136631904,CC(=O)C1=Nc2c(nc(N)[nH]c2=O)NC1,BH4_analog,207.19,-0.56,pubchem
CID136630928,CID136630928,C[C@@H]1Nc2nc(N)[nH]c(=O)c2N=C1[C@@H](C)O,BH4_analog,223.24,-0.38,pubchem
CID136654272,CID136654272,CC(O)C(O)C1CNc2c(nc(N)[nH]c2=O)N1Br,BH4_analog,320.15,-1.0,pubchem
CID137288071,CID137288071,CCOC(=O)C(O)Cc1nc2c(=O)[nH]c(N)nc2[nH]c1=O,BH4_analog,295.26,-1.94,pubchem
CID135566048,CID135566048,Cn1c(=O)c(CO)nc2c(=O)[nH]c(N)nc21,BH4_analog,223.19,-1.91,pubchem
CID135616714,CID135616714,CC(O)C(=O)C1=CNc2nc(N)[nH]c(=O)c2N1,BH4_analog,237.22,-1.02,pubchem
CID135886624,CID135886624,CCC(O)c1nc2c(=O)[nH]c(N)nc2n(C)c1=O,BH4_analog,251.25,-0.96,pubchem
CID136032590,CID136032590,C[C@H](O)[C@H](O)C1CNc2c(nc(N)[nH]c2=O)N1,BH4_analog,241.25,-1.7,pubchem
CID136047357,CID136047357,CC(O)C(O)C1CNc2nc(N)[nH]c(=O)c2[N]1,BH4_analog,240.24,-1.88,pubchem
CID136948348,CID136948348,C[C@H](O)C(O)[C@@H]1CNc2nc[nH]c(=O)c2N1,BH4_analog,226.24,-1.28,pubchem
CID135423179,CID135423179,CC(O)CC1=Nc2c(nc(N)[nH]c2=O)N(C)C1,BH4_analog,237.26,-0.35,pubchem
CID135601389,CID135601389,C[C@@H](O)[C@H](O)[C@@H]1CNc2nc(N)[nH]c(=O)c2N1,BH4_analog,241.25,-1.7,pubchem
CID439706,CID439706,CC(O)C(=O)C1=Nc2c([nH]c(=O)[nH]c2=O)NC1,BH4_analog,238.2,-1.49,pubchem
CID135703419,CID135703419,CCC(=O)C1=Nc2c(nc(N)[nH]c2=O)NC1,BH4_analog,221.22,-0.17,pubchem
CID135428690,CID135428690,CC1(C)Nc2nc(N)[nH]c(=O)c2N=C1CO,BH4_analog,223.24,-0.38,pubchem
CID135789693,CID135789693,Cc1cnc2nc(C)[nH]c(=O)c2n1,BH4_analog,176.18,0.33,pubchem
CID135399180,CID135399180,Cc1nc2nc(N)[nH]c(=O)c2nc1C,BH4_analog,191.19,-0.09,pubchem
CID656921,CID656921,C[C@@H](O)[C@@H](O)c1cnc(N=C(N)N)cn1,BH4_analog,211.22,-1.2,pubchem
CID135566232,CID135566232,C[C@@H](O)C(=O)c1cnc2nc(N)[nH]c(=O)c2n1,BH4_analog,235.2,-1.14,pubchem
CID135566469,CID135566469,C[n+]1cc(C(=O)O)nc2c(=O)[nH]c(N)nc21,BH4_analog,222.18,-1.58,pubchem
CID135566471,CID135566471,C[n+]1cc(CC(C)(C)O)nc2c(=O)[nH]c(N)nc21,BH4_analog,250.28,-0.96,pubchem
CID135566895,CID135566895,C/C(O)=C(/O)c1cnc2nc(N)[nH]c(=O)c2n1,BH4_analog,235.2,0.1,pubchem
CID135566917,CID135566917,CC(=O)Nc1nc2ncc(CN)nc2c(=O)[nH]1,BH4_analog,234.22,-0.87,pubchem
CID166174552,CID166174552,CC[C@@H](NC(=O)c1cnc2c(=O)[nH]c(N)nc2n1)C(=O)O,BH4_analog,292.26,-1.11,pubchem
CID10774595,CID10774595,Cn1c(N)nc2ncc(C=O)nc2c1=O,BH4_analog,205.18,-0.88,pubchem
CID90838361,CID90838361,CCN(C=Nc1nc(=O)c2nc(C=O)cnc2n1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O)CC,BH4_analog,406.4,-1.39,pubchem
CID129632094,CID129632094,CC(O)C(=O)N1c2nccnc2C(=O)NC1N,BH4_analog,237.22,-1.82,pubchem
CID136102981,CID136102981,Nc1nc2c(c(=O)[nH]1)N=C(C=O)CN2,BH4_analog,193.17,-0.95,pubchem
CID129661422,CID129661422,NC1NC(=O)c2nc(C(=O)O)cnc2N1,BH4_analog,209.16,-1.43,pubchem
CID135490944,CID135490944,CC(=O)Nc1nc2ncc([C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](COC(C)=O)OC(C)=O)nc2c(=O)[nH]1,BH4_analog,493.43,-0.3,pubchem
CID135748741,CID135748741,COC(=O)c1cnc2nc(N)[nH]c(=O)c2n1,BH4_analog,221.18,-0.92,pubchem
CID135894424,CID135894424,COC(=O)c1cnc2c(=O)[nH]c(N)nc2n1,BH4_analog,221.18,-0.92,pubchem
CID136250516,CID136250516,CN(C)C=Nc1nc2ncc(C=O)nc2c(=O)[nH]1,BH4_analog,246.23,-0.25,pubchem
CID135398568,CID135398568,Nc1nc2c(c(=O)[nH]1)N=C(CO)CN2,BH4_analog,195.18,-1.16,pubchem
CID135488841,CID135488841,CN1CC(C(=O)O)=Nc2c1nc(N)[nH]c2=O,BH4_analog,223.19,-1.04,pubchem
CID162674828,CID162674828,C[C@H](O)[C@H](O)c1nc2c(=O)nc(N)n(C)c2[nH]c1=O,BH4_analog,267.24,-1.99,pubchem
CID135911932,CID135911932,Nc1nc2c(c(=O)[nH]1)N=C([C@H](O)[C@H]1COP(=O)(O)O1)CN2,BH4_analog,317.2,-1.27,pubchem
CID163189055,CID163189055,C[C@H](O)C(=O)C1=Nc2c([nH]c(=O)[nH]c2=O)NC1,BH4_analog,238.2,-1.49,pubchem
CID135398683,CID135398683,CC(=O)C1=Nc2c(nc(N)[nH]c2=O)NCC1,BH4_analog,221.22,-0.17,pubchem
CID136180738,CID136180738,CN1CC(CC(C)(C)O)=Nc2c1nc(N)[nH]c2=O,BH4_analog,251.29,0.04,pubchem
CID135439473,CID135439473,CC(C)(C)C(=O)Nc1nc2ncc(C=O)nc2c(=O)[nH]1,BH4_analog,275.27,0.51,pubchem
CID136759990,CID136759990,CC(C)CNc1nc2ncc(C=O)nc2c(=O)[nH]1,BH4_analog,247.26,0.59,pubchem
CID136433522,CID136433522,COC1Nc2nc(N)[nH]c(=O)c2NC1C(O)C(C)=O,BH4_analog,269.26,-1.52,pubchem
CID136433530,CID136433530,CC(=O)Nc1nc2c(c(=O)[nH]1)N(C(C)=O)C(C(O)C(C)=O)C=N2,BH4_analog,321.29,-0.88,pubchem
CID136473823,CID136473823,CC[C@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1,BH4_analog,225.25,-0.67,pubchem
CID136491681,CID136491681,CC(=O)[C@@H](O)C1=Nc2c(nc(N)[nH]c2=O)NC1,BH4_analog,237.22,-1.2,pubchem
CID136499179,CID136499179,CC(=O)Nc1nc2c(c(=O)[nH]1)N[C@@H]([C@@H](O)[C@H](C)O)CN2,BH4_analog,283.29,-1.32,pubchem
CID136592864,CID136592864,CC(=O)[C@H](O)C1CNc2nc(N)[nH]c(=O)c2N1,BH4_analog,239.24,-1.49,pubchem
CID136599212,CID136599212,Nc1nc2c(c(=O)[nH]1)N=C(C(=O)CCO)CN2,BH4_analog,237.22,-1.2,pubchem
CID136619696,CID136619696,CC(=O)Nc1nc2c(c(=O)[nH]1)N=C([C@@H](O)[C@H](C)O)CN2,BH4_analog,281.27,-1.03,pubchem
CID136619821,CID136619821,COOC(C(=O)C1CNc2nc(N)[nH]c(=O)c2N1)C(C)C,BH4_analog,297.32,-0.27,pubchem
CID136622493,CID136622493,CNc1nc2c(c(=O)[nH]1)N[C@@H]([C@@H](O)[C@H](C)O)CN2,BH4_analog,255.28,-1.24,pubchem
CID136638714,CID136638714,CC[C@H](O)C1CNc2nc(N)[nH]c(=O)c2N1,BH4_analog,225.25,-0.67,pubchem
CID136948351,CID136948351,C[C@H](O)C(=O)[C@@H]1CNc2nc(N)[nH]c(=O)c2N1,BH4_analog,239.24,-1.49,pubchem
CID136948352,CID136948352,C[C@@H](O)C(=O)[C@@H]1CNc2nc(N)[nH]c(=O)c2N1,BH4_analog,239.24,-1.49,pubchem
CID136948353,CID136948353,C[C@@H](O)C(=O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1,BH4_analog,239.24,-1.49,pubchem
CID136967478,CID136967478,CC[C@H](O)C1=Nc2c(nc(NC(C)=O)[nH]c2=O)NC1,BH4_analog,265.27,-0.0,pubchem
CID136967479,CID136967479,CCCC(O)C1CNc2nc(N)[nH]c(=O)c2N1,BH4_analog,239.28,-0.28,pubchem
CID136967481,CID136967481,CC(=O)Nc1nc2c(c(=O)[nH]1)N=C([C@@H](O)C(C)N)CN2,BH4_analog,280.29,-1.07,pubchem
CID136967482,CID136967482,CC[C@H](O)C(=O)CNc1nc(NC(C)=O)[nH]c(=O)c1[N+](=O)[O-],BH4_analog,313.27,-0.61,pubchem
CID10250,CID10250,O=c1[nH]c(=O)c2nccnc2[nH]1,BH4_analog,164.12,-0.99,pubchem
CID72669,CID72669,COC(=O)c1nccnc1N,BH4_analog,153.14,-0.15,pubchem
CID135398679,CID135398679,Cn1cnc2nc(N)[nH]c(=O)c21,BH4_analog,165.16,-0.76,pubchem
CID70374,CID70374,O=C(NCN1CCOCC1)c1cnccn1,BH4_analog,222.25,-0.5,pubchem
CID136425839,CID136425839,CC(=O)C(O)C1C=Nc2nc(N)[nH]c(=O)c2N1,BH4_analog,237.22,-1.2,pubchem
CID136424472,CID136424472,Nc1nc2c(c(=O)[nH]1)NC(CC(=O)CO)C=N2,BH4_analog,237.22,-1.2,pubchem
CID136426067,CID136426067,CC(=O)Nc1c(NCCCCO)nc(N)[nH]c1=O,BH4_analog,255.28,-0.51,pubchem
CID135526949,CID135526949,CCCC1=Nc2c(nc(N)[nH]c2=O)NC1,BH4_analog,207.24,0.65,pubchem
CID135526983,CID135526983,CC(O)C(O)C1CNc2nc(N)[nH]c(=O)c2N1C,BH4_analog,255.28,-1.68,pubchem
CID135621918,CID135621918,CC(O)C(O)C1CNc2c(nc(N)[nH]c2=O)N1.Cl.Cl,BH4_analog,314.17,-0.86,pubchem
CID181450,CID181450,NC(=O)c1cnc(Cl)cn1,BH4_analog,157.56,0.23,pubchem
CID135733780,CID135733780,Nc1nc2c(c(=O)[nH]1)N=C(C(O)C(O)COP(P)P)CN2,BH4_analog,351.18,-0.43,pubchem
CID135848410,CID135848410,O=c1[nH]c(NI)nc2c1N=C(CO)CN2,BH4_analog,321.08,0.02,pubchem
CID135914682,CID135914682,CCCC(=O)N1c2c(nc(N)[nH]c2=O)NC[C@@H]1[C@@H](O)[C@H](C)O,BH4_analog,311.34,-0.98,pubchem
CID135949550,CID135949550,Nc1nc2c(c(=O)[nH]1)NC(CCCO)CN2,BH4_analog,225.25,-0.67,pubchem
CID135976727,CID135976727,COC1Nc2nc(N)[nH]c(=O)c2NC1C(=O)C(C)O,BH4_analog,269.26,-1.52,pubchem
CID136014062,CID136014062,COC1Nc2nc(NC(C)=O)[nH]c(=O)c2N(C(C)=O)C1C(=O)C(C)O,BH4_analog,353.34,-1.2,pubchem
CID136424466,CID136424466,COC1Nc2nc(N)[nH]c(=O)c2NC1CC(=O)CO,BH4_analog,269.26,-1.52,pubchem
CID162980666,CID162980666,CC[C@@H](O)c1nc2c(=O)[nH]c(N)nc2n(C)c1=O,BH4_analog,251.25,-0.96,pubchem
CID136058974,CID136058974,C[C@@H](O)[C@@H](O)[C@@H]1CNc2nc(N)[nH]c(=O)c2N1,BH4_analog,241.25,-1.7,pubchem
CID136087650,CID136087650,CC(O)C(O)C1Nc2nc(N)[nH]c(=O)c2NC1C,BH4_analog,255.28,-1.31,pubchem
CID136415805,CID136415805,Nc1nc2c(c(=O)[nH]1)NCN2CC(=O)CCO,BH4_analog,239.24,-1.51,pubchem
CID136397623,CID136397623,CC(O)C(O)C1CNc2c(nc(N)[nH]c2=O)N1.Cl,BH4_analog,277.71,-1.28,pubchem
CID136068409,CID136068409,C[C@@H](O)[C@@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1.Cl.Cl,BH4_analog,314.17,-0.86,pubchem
CID135403591,CID135403591,Cn1cnc2c(=O)[nH]c(N)nc21,BH4_analog,165.16,-0.76,pubchem
CID136363479,CID136363479,CCCC(=O)N1c2c(nc(N)[nH]c2=O)NCC1C(O)C(C)O,BH4_analog,311.34,-0.98,pubchem
CID136363917,CID136363917,CC(O)C(O)C1=Nc2nc(N)[nH]c(=O)c2NC1,BH4_analog,239.24,-1.41,pubchem
CID136176977,CID136176977,CCC(O)C1CNc2nc(N)[nH]c(=O)c2N1,BH4_analog,225.25,-0.67,pubchem
CID136159763,CID136159763,CC(=O)N1c2c(nc(N)[nH]c2=O)NCC1[C@@H](O)[C@H](C)O,BH4_analog,283.29,-1.76,pubchem
CID136156422,CID136156422,C[C@H](O)C(O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1,BH4_analog,241.25,-1.7,pubchem
CID136153088,CID136153088,C[C@@H](O)[C@@H](O)C1CNc2nc(N)[nH]c(=O)c2N1,BH4_analog,241.25,-1.7,pubchem
CID136101857,CID136101857,Nc1nc2c(c(=O)[nH]1)N=C(C(O)C(O)COPP)CN2,BH4_analog,319.2,-1.03,pubchem
CHEMBL2204538,CHEMBL2204538,COCCOc1nc(-c2ccc(Cl)nc2)nc2c1CN(C(=O)c1ncn3ccccc13)CC2,TH_counterscreen,464.91,3.06,chembl
CHEMBL4098877,CHEMBL4098877,C[C@@H]1CN(c2cc(-c3n[nH]c4ccc(OC5(C)CC5)cc34)ncn2)C[C@H](C)O1,TH_counterscreen,379.46,3.56,chembl
CHEMBL5818792,CHEMBL5818792,CCCn1c(=O)[nH]c(=O)c2c1nc(Nc1nc3ccccc3[nH]1)n2Cc1ccccc1,TPH_counterscreen,415.46,2.96,chembl
BDB_357739,BDB_357739,CCn1c(=O)[nH]c(=O)c2c1nc(Cc1nc3ccccc3[nH]1)n2Cc1ccccc1,TPH_counterscreen,400.44,2.42,bindingdb
BDB_50167389,BDB_50167389,N/C(=N\C(=O)c1ccc(C[C@H](N)C(=O)O)cc1)NCc1ccccc1,TPH_counterscreen,340.38,0.89,bindingdb
CHEMBL6012793,CHEMBL6012793,Cc1nn2c3c(nc2s1)CCN(C(=O)COc1cnc(N(C)C)nc1Cl)C3c1sccc1F,TPH_counterscreen,508.0,3.36,chembl
BDB_357760,BDB_357760,Cn1c(=O)[nH]c(=O)c2c1nc(Cc1nc3cc(N4CCOCC4)ccc3[nH]1)n2Cc1ccccc1,TPH_counterscreen,471.52,1.78,bindingdb
BDB_341716,BDB_341716,Cc1nn2c3c(nc2s1)CCN(C(=O)COc1ccc(N)nc1Cl)C3c1ccc(Cl)cc1F,TPH_counterscreen,507.38,4.08,bindingdb
BDB_341584,BDB_341584,Cc1nn2c3c(nc2s1)CCN(C(=O)COc1ccc(NS(C)(=O)=O)nc1Cl)C3c1ccc(CN)cc1F,TPH_counterscreen,580.07,2.67,bindingdb
CHEMBL3799789,CHEMBL3799789,N/C(=N\C(=O)c1ccc(C[C@H](N)C(=O)O)cc1)NCc1ccccc1N1CCC(O)CC1,TPH_counterscreen,439.52,0.85,chembl
BDB_341668,BDB_341668,O=C(COc1cccc(C(F)(F)F)c1Cl)N1CCc2nc3sccn3c2C1c1cnn(-c2ccccc2)c1,TPH_counterscreen,557.98,5.81,bindingdb
CHEMBL5832651,CHEMBL5832651,CCOC(=O)c1ncc(C2c3c(nc4sc(C)nn34)CCN2C(=O)COc2ccc(C(F)(F)F)cc2Cl)s1,TPH_counterscreen,586.02,4.96,chembl
BDB_341536,BDB_341536,Cc1nn2c3c(nc2s1)CCN(C(=O)COc1ccc(NS(C)(=O)=O)nc1Cl)C3c1ncccc1F,TPH_counterscreen,552.01,2.61,bindingdb
CHEMBL5839793,CHEMBL5839793,Cc1nn2c3c(nc2s1)CCN(C(=O)COc1ccc(N(C)C)nc1Cl)C3c1cc(CN(C)C)cs1,TPH_counterscreen,546.12,3.89,chembl
CHEMBL5910390,CHEMBL5910390,Cc1nn2c3c(nc2s1)CCN(C(=O)COc1ccc(C#N)cc1Cl)C3c1ccc(Cl)nc1F,TPH_counterscreen,517.37,4.36,chembl
BDB_341698,BDB_341698,CCc1nc(NS(C)(=O)=O)ccc1OCC(=O)N1CCc2nc3sc(CF)nn3c2C1c1sc(C)nc1C,TPH_counterscreen,579.71,3.22,bindingdb
BDB_445671,BDB_445671,CCn1c(=O)[nH]c(=O)c2c1nc(Cc1cn3ccccc3n1)n2Cc1ccc(-c2ncccn2)cc1,TPH_counterscreen,478.52,2.65,bindingdb
BDB_341528,BDB_341528,Cc1nn2c3c(nc2s1)CCN(C(=O)COc1ccc(NS(C)(=O)=O)nc1Cl)C3c1ncc(Cl)cc1F,TPH_counterscreen,586.46,3.26,bindingdb
